Time,Temp,Pressure,KE,U,H(t),H(t)/N,U(t)/N,T(t)/N,time averaged values,,,Stdv T,,Stdv U/N,,STDV E/N,,
0.16,94.462903,1.176639,74.221077,-2.277639,71.943438,1.1241162188,-0.0355881094,1.1597043281,,,420.1120820571,,0.0630204731,,3.5377318129564E-07,,0,
0.161,94.463699,1.176675,74.221703,-2.278264,71.943439,1.1241162344,-0.035597875,1.1597141094,,,420.0794520464,,0.0630155701,,3.53754594403626E-07,,1.38998084153741E-08,
0.162,94.464499,1.176711,74.222332,-2.278893,71.943439,1.1241162344,-0.0356077031,1.1597239375,,,420.0466593426,,0.0630106359,,3.5375459440389E-07,,1.38998084153741E-08,
0.163,94.465305,1.176747,74.222965,-2.279527,71.943438,1.1241162188,-0.0356176094,1.1597338281,,,420.0136219879,,0.0630056627,,3.5377318129564E-07,,0,
0.164,94.466117,1.176783,74.223603,-2.280164,71.943439,1.1241162344,-0.0356275625,1.1597437969,,,419.9803400115,,0.0630006661,,3.5375459440389E-07,,1.38998084153741E-08,
0.165,94.466933,1.17682,74.224244,-2.280806,71.943438,1.1241162188,-0.0356375938,1.1597538125,,,419.9468954128,,0.0629956305,,3.5377318129564E-07,,0,
0.166,94.467755,1.176856,74.22489,-2.281451,71.943439,1.1241162344,-0.0356476719,1.1597639063,,,419.9132062445,,0.0629905716,,3.5375459440389E-07,,1.38998084153741E-08,
0.167,94.468582,1.176893,74.225539,-2.282101,71.943438,1.1241162188,-0.0356578281,1.1597740469,,,419.8793135179,,0.0629854737,,3.5377318129564E-07,,0,
0.168,94.469414,1.17693,74.226193,-2.282755,71.943438,1.1241162188,-0.0356680469,1.1597842656,,,419.8452172579,,0.0629803447,,3.5377318129564E-07,,0,
0.169,94.470251,1.176968,74.226851,-2.283413,71.943438,1.1241162188,-0.0356783281,1.1597945469,,,419.8109174894,,0.0629751844,,3.5377318129564E-07,,0,
0.17,94.471094,1.177006,74.227513,-2.284075,71.943438,1.1241162188,-0.0356886719,1.1598048906,,,419.7763732607,,0.062969993,,3.5377318129564E-07,,0,
0.171,94.471942,1.177043,74.22818,-2.284741,71.943439,1.1241162344,-0.0356990781,1.1598153125,,,419.7416255773,,0.0629647705,,3.5375459440389E-07,,1.38998084153741E-08,
0.172,94.472795,1.177082,74.22885,-2.285412,71.943438,1.1241162188,-0.0357095625,1.1598257813,,,419.7066744646,,0.062959509,,3.5377318129564E-07,,0,
0.173,94.473654,1.17712,74.229524,-2.286086,71.943438,1.1241162188,-0.0357200938,1.1598363125,,,419.6714789765,,0.0629542241,,3.5377318129564E-07,,0,
0.174,94.474517,1.177159,74.230203,-2.286765,71.943438,1.1241162188,-0.0357307031,1.1598469219,,,419.636121084,,0.0629489003,,3.5377318129564E-07,,0,
0.175,94.475386,1.177197,74.230886,-2.287448,71.943438,1.1241162188,-0.035741375,1.1598575938,,,419.6005188712,,0.0629435453,,3.5377318129564E-07,,0,
0.176,94.476261,1.177236,74.231573,-2.288134,71.943439,1.1241162344,-0.0357520938,1.1598683281,,,419.5646723693,,0.0629381671,,3.5375459440389E-07,,1.38998084153741E-08,
0.177,94.47714,1.177276,74.232264,-2.288826,71.943438,1.1241162188,-0.0357629063,1.159879125,,,419.5286635394,,0.0629327421,,3.5377318129564E-07,,0,
0.178,94.478025,1.177315,74.232959,-2.289521,71.943438,1.1241162188,-0.0357737656,1.1598899844,,,419.4924104766,,0.0629272937,,3.5377318129564E-07,,0,
0.179,94.478915,1.177355,74.233658,-2.29022,71.943438,1.1241162188,-0.0357846875,1.1599009063,,,419.455954174,,0.0629218143,,3.5377318129564E-07,,0,
0.18,94.47981,1.177395,74.234362,-2.290924,71.943438,1.1241162188,-0.0357956875,1.1599119063,,,419.4192946583,,0.0629162959,,3.5377318129564E-07,,0,
0.181,94.480711,1.177435,74.23507,-2.291631,71.943439,1.1241162344,-0.0358067344,1.1599229688,,,419.3823909987,,0.0629107542,,3.5375459440389E-07,,1.38998084153741E-08,
0.182,94.481617,1.177476,74.235782,-2.292343,71.943439,1.1241162344,-0.0358178594,1.1599340938,,,419.3452841835,,0.0629051736,,3.5375459440389E-07,,1.38998084153741E-08,
0.183,94.482529,1.177517,74.236498,-2.293059,71.943439,1.1241162344,-0.0358290469,1.1599452813,,,419.3079332857,,0.0628995618,,3.5375459440389E-07,,1.38998084153741E-08,
0.184,94.483445,1.177558,74.237218,-2.29378,71.943438,1.1241162188,-0.0358403125,1.1599565313,,,419.2704202427,,0.0628939112,,3.5377318129564E-07,,0,
0.185,94.484367,1.177599,74.237942,-2.294504,71.943438,1.1241162188,-0.035851625,1.1599678438,,,419.2326631757,,0.0628882372,,3.5377318129564E-07,,0,
0.186,94.485295,1.17764,74.238671,-2.295233,71.943438,1.1241162188,-0.0358630156,1.1599792344,,,419.1946621178,,0.0628825244,,3.5377318129564E-07,,0,
0.187,94.486227,1.177682,74.239404,-2.295965,71.943439,1.1241162344,-0.0358744531,1.1599906875,,,419.1564989959,,0.0628767883,,3.5375459440389E-07,,1.38998084153741E-08,
0.188,94.487165,1.177724,74.240141,-2.296702,71.943439,1.1241162344,-0.0358859688,1.1600022031,,,419.1180919427,,0.0628710133,,3.5375459440389E-07,,1.38998084153741E-08,
0.189,94.488109,1.177766,74.240882,-2.297444,71.943438,1.1241162188,-0.0358975625,1.1600137813,,,419.0794409919,,0.0628651994,,3.5377318129564E-07,,0,
0.19,94.489057,1.177808,74.241627,-2.298189,71.943438,1.1241162188,-0.0359092031,1.1600254219,,,419.0406280596,,0.0628593622,,3.5377318129564E-07,,0,
0.191,94.490012,1.177851,74.242377,-2.298939,71.943438,1.1241162188,-0.0359209219,1.1600371406,,,419.0015303512,,0.0628534862,,3.5377318129564E-07,,0,
0.192,94.490971,1.177894,74.243131,-2.299693,71.943438,1.1241162188,-0.0359327031,1.1600489219,,,418.9622707184,,0.062847579,,3.5377318129564E-07,,0,
0.193,94.491936,1.177937,74.243889,-2.300451,71.943438,1.1241162188,-0.0359445469,1.1600607656,,,418.9227673136,,0.0628416409,,3.5377318129564E-07,,0,
0.194,94.492906,1.17798,74.244651,-2.301213,71.943438,1.1241162188,-0.0359564531,1.1600726719,,,418.883061105,,0.0628356716,,3.5377318129564E-07,,0,
0.195,94.493882,1.178024,74.245418,-2.30198,71.943438,1.1241162188,-0.0359684375,1.1600846563,,,418.8431111902,,0.0628296635,,3.5377318129564E-07,,0,
0.196,94.494863,1.178068,74.246189,-2.30275,71.943439,1.1241162344,-0.0359804688,1.1600967031,,,418.8029585337,,0.0628236322,,3.5375459440389E-07,,1.38998084153741E-08,
0.197,94.495849,1.178112,74.246964,-2.303525,71.943439,1.1241162344,-0.0359925781,1.1601088125,,,418.7626031651,,0.062817562,,3.53754594403626E-07,,1.38998084153741E-08,
0.198,94.496841,1.178156,74.247743,-2.304305,71.943438,1.1241162188,-0.0360047656,1.1601209844,,,418.7220041885,,0.0628114529,,3.5377318129564E-07,,0,
0.199,94.497838,1.178201,74.248526,-2.305088,71.943438,1.1241162188,-0.036017,1.1601332188,,,418.6812025629,,0.0628053207,,3.5377318129564E-07,,0,
0.2,94.498841,1.178246,74.249314,-2.305876,71.943438,1.1241162188,-0.0360293125,1.1601455313,,,418.640157397,,0.0627991496,,3.5377318129564E-07,,0,
0.201,94.499849,1.178291,74.250106,-2.306668,71.943438,1.1241162188,-0.0360416875,1.1601579063,,,418.5989096461,,0.0627929474,,3.5377318129564E-07,,0,
0.202,94.500862,1.178336,74.250903,-2.307464,71.943439,1.1241162344,-0.036054125,1.1601703594,,,418.5574593406,,0.0627867143,,3.5375459440389E-07,,1.38998084153741E-08,
0.203,94.501881,1.178382,74.251703,-2.308265,71.943438,1.1241162188,-0.0360666406,1.1601828594,,,418.5157655955,,0.0627804423,,3.5377318129564E-07,,0,
0.204,94.502905,1.178427,74.252508,-2.30907,71.943438,1.1241162188,-0.0360792188,1.1601954375,,,418.4738693608,,0.0627741393,,3.5377318129564E-07,,0,
0.205,94.503935,1.178473,74.253317,-2.309879,71.943438,1.1241162188,-0.0360918594,1.1602080781,,,418.4317297559,,0.0627678053,,3.5377318129564E-07,,0,
0.206,94.50497,1.17852,74.25413,-2.310692,71.943438,1.1241162188,-0.0361045625,1.1602207813,,,418.3893877271,,0.0627614403,,3.5377318129564E-07,,0,
0.207,94.506011,1.178566,74.254948,-2.31151,71.943438,1.1241162188,-0.0361173438,1.1602335625,,,418.3468023984,,0.0627550365,,3.5377318129564E-07,,0,
0.208,94.507057,1.178613,74.25577,-2.312332,71.943438,1.1241162188,-0.0361301875,1.1602464063,,,418.3040147122,,0.0627486017,,3.5377318129564E-07,,0,
0.209,94.508109,1.17866,74.256596,-2.313158,71.943438,1.1241162188,-0.0361430938,1.1602593125,,,418.2609837971,,0.0627421359,,3.5377318129564E-07,,0,
0.21,94.509166,1.178707,74.257427,-2.313989,71.943438,1.1241162188,-0.0361560781,1.1602722969,,,418.2177505916,,0.0627356313,,3.5377318129564E-07,,0,
0.211,94.510229,1.178755,74.258262,-2.314824,71.943438,1.1241162188,-0.036169125,1.1602853438,,,418.1742742288,,0.0627290958,,3.5377318129564E-07,,0,
0.212,94.511297,1.178802,74.259101,-2.315663,71.943438,1.1241162188,-0.0361822344,1.1602984531,,,418.1305956435,,0.0627225292,,3.5377318129564E-07,,0,
0.213,94.51237,1.17885,74.259945,-2.316506,71.943439,1.1241162344,-0.0361954063,1.1603116406,,,418.0867148678,,0.0627159318,,3.5375459440389E-07,,1.38998084153741E-08,
0.214,94.513449,1.178898,74.260793,-2.317354,71.943439,1.1241162344,-0.0362086563,1.1603248906,,,418.0425910416,,0.0627092955,,3.53754594403626E-07,,1.38998084153741E-08,
0.215,94.514534,1.178947,74.261645,-2.318206,71.943439,1.1241162344,-0.0362219688,1.1603382031,,,417.9982242038,,0.0627026283,,3.5375459440389E-07,,1.38998084153741E-08,
0.216,94.515624,1.178996,74.262501,-2.319063,71.943438,1.1241162188,-0.0362353594,1.1603515781,,,417.9536552813,,0.0626959223,,3.5377318129564E-07,,0,
0.217,94.51672,1.179045,74.263362,-2.319924,71.943438,1.1241162188,-0.0362488125,1.1603650313,,,417.9088434211,,0.0626891854,,3.5377318129564E-07,,0,
0.218,94.517821,1.179094,74.264227,-2.320789,71.943438,1.1241162188,-0.0362623281,1.1603785469,,,417.8638295462,,0.0626824175,,3.5377318129564E-07,,0,
0.219,94.518928,1.179143,74.265097,-2.321659,71.943438,1.1241162188,-0.0362759219,1.1603921406,,,417.8185728083,,0.0626756109,,3.5377318129564E-07,,0,
0.22,94.52004,1.179193,74.265971,-2.322533,71.943438,1.1241162188,-0.0362895781,1.1604057969,,,417.7731141262,,0.0626687734,,3.53773181295904E-07,,0,
0.221,94.521158,1.179243,74.266849,-2.323411,71.943438,1.1241162188,-0.0363032969,1.1604195156,,,417.7274126567,,0.062661905,,3.53773181295904E-07,,0,
0.222,94.522281,1.179293,74.267732,-2.324293,71.943439,1.1241162344,-0.0363170781,1.1604333125,,,417.6815093144,,0.0626550056,,3.5375459440389E-07,,1.38998084153741E-08,
0.223,94.52341,1.179343,74.268619,-2.325181,71.943438,1.1241162188,-0.0363309531,1.1604471719,,,417.6353632607,,0.0626480597,,3.5377318129564E-07,,0,
0.224,94.524545,1.179394,74.26951,-2.326072,71.943438,1.1241162188,-0.036344875,1.1604610938,,,417.5889745364,,0.0626410907,,3.5377318129564E-07,,0,
0.225,94.525685,1.179445,74.270406,-2.326968,71.943438,1.1241162188,-0.036358875,1.1604750938,,,417.54238405,,0.062634083,,3.5377318129564E-07,,0,
0.226,94.52683,1.179496,74.271306,-2.327868,71.943438,1.1241162188,-0.0363729375,1.1604891563,,,417.4955918356,,0.0626270444,,3.5377318129564E-07,,0,
0.227,94.527982,1.179548,74.272211,-2.328772,71.943439,1.1241162344,-0.0363870625,1.1605032969,,,417.4485162015,,0.062619975,,3.5375459440389E-07,,1.38998084153741E-08,
0.228,94.529138,1.179599,74.27312,-2.329681,71.943439,1.1241162344,-0.0364012656,1.1605175,,,417.4012797784,,0.0626128668,,3.53754594403626E-07,,1.38998084153741E-08,
0.229,94.530301,1.179651,74.274033,-2.330595,71.943438,1.1241162188,-0.0364155469,1.1605317656,,,417.3537600185,,0.0626057199,,3.5377318129564E-07,,0,
0.23,94.531469,1.179703,74.274951,-2.331513,71.943438,1.1241162188,-0.0364298906,1.1605461094,,,417.3060386831,,0.0625985422,,3.5377318129564E-07,,0,
0.231,94.532643,1.179756,74.275873,-2.332435,71.943438,1.1241162188,-0.0364442969,1.1605605156,,,417.2580749533,,0.0625913336,,3.5377318129564E-07,,0,
0.232,94.533822,1.179809,74.2768,-2.333361,71.943439,1.1241162344,-0.0364587656,1.160575,,,417.2099097229,,0.0625840942,,3.5375459440389E-07,,1.38998084153741E-08,
0.233,94.535007,1.179862,74.277731,-2.334292,71.943439,1.1241162344,-0.0364733125,1.1605895469,,,417.1615021781,,0.062576816,,3.5375459440389E-07,,1.38998084153741E-08,
0.234,94.536198,1.179915,74.278666,-2.335228,71.943438,1.1241162188,-0.0364879375,1.1606041563,,,417.1128523617,,0.0625694993,,3.5377318129564E-07,,0,
0.235,94.537394,1.179968,74.279606,-2.336168,71.943438,1.1241162188,-0.036502625,1.1606188438,,,417.0640011607,,0.0625621516,,3.5377318129564E-07,,0,
0.236,94.538596,1.180022,74.280551,-2.337112,71.943439,1.1241162344,-0.036517375,1.1606336094,,,417.0149077692,,0.0625547732,,3.5375459440389E-07,,1.38998084153741E-08,
0.237,94.539803,1.180076,74.281499,-2.338061,71.943438,1.1241162188,-0.0365322031,1.1606484219,,,416.96561307,,0.0625473561,,3.5377318129564E-07,,0,
0.238,94.541017,1.18013,74.282453,-2.339014,71.943439,1.1241162344,-0.0365470938,1.1606633281,,,416.9160354251,,0.0625399082,,3.5375459440389E-07,,1.38998084153741E-08,
0.239,94.542236,1.180184,74.28341,-2.339972,71.943438,1.1241162188,-0.0365620625,1.1606782813,,,416.8662565547,,0.0625324217,,3.5377318129564E-07,,0,
0.24,94.54346,1.180239,74.284373,-2.340934,71.943439,1.1241162344,-0.0365770938,1.1606933281,,,416.8162764955,,0.0625249043,,3.5375459440389E-07,,1.38998084153741E-08,
0.241,94.544691,1.180294,74.285339,-2.341901,71.943438,1.1241162188,-0.0365922031,1.1607084219,,,416.7660136247,,0.0625173483,,3.53773181295904E-07,,0,
0.242,94.545927,1.180349,74.28631,-2.342872,71.943438,1.1241162188,-0.036607375,1.1607235938,,,416.7155496484,,0.0625097616,,3.5377318129564E-07,,0,
0.243,94.547168,1.180405,74.287286,-2.343848,71.943438,1.1241162188,-0.036622625,1.1607388438,,,416.6648846038,,0.0625021362,,3.5377318129564E-07,,0,
0.244,94.548416,1.18046,74.288266,-2.344828,71.943438,1.1241162188,-0.0366379375,1.1607541563,,,416.6139368836,,0.0624944801,,3.53773181295904E-07,,0,
0.245,94.549669,1.180516,74.289251,-2.345813,71.943438,1.1241162188,-0.0366533281,1.1607695469,,,416.5627881797,,0.0624867853,,3.53773181295904E-07,,0,
0.246,94.550938,1.180338,74.290248,-2.341337,71.948911,1.1242017344,-0.0365833906,1.160785125,,,416.5109895404,,0.0625217553,,2.59358708428709E-07,,7.60736510814208E-05,
0.247,94.552224,1.180396,74.291258,-2.342346,71.948912,1.12420175,-0.0365991563,1.1608009063,,,416.4585002727,,0.0625138713,,2.5934279390046E-07,,7.60875508896142E-05,
0.248,94.553515,1.180454,74.292273,-2.343361,71.948912,1.12420175,-0.0366150156,1.1608167656,,,416.4058102524,,0.062505941,,2.5934279390046E-07,,7.60875508896142E-05,
0.249,94.554811,1.180511,74.293291,-2.34438,71.948911,1.1242017344,-0.0366309375,1.1608326719,,,416.3529195181,,0.06249798,,2.59358708428935E-07,,7.60736510811988E-05,
0.25,94.556114,1.18057,74.294315,-2.345403,71.948912,1.12420175,-0.0366469219,1.1608486719,,,416.2997464951,,0.0624899882,,2.5934279390046E-07,,7.60875508896142E-05,
0.251,94.557422,1.180628,74.295343,-2.346431,71.948912,1.12420175,-0.0366629844,1.1608647344,,,416.2463728465,,0.0624819578,,2.59342793900234E-07,,7.60875508896142E-05,
0.252,94.558736,1.180687,74.296375,-2.347463,71.948912,1.12420175,-0.0366791094,1.1608808594,,,416.19275781,,0.0624738967,,2.5934279390046E-07,,7.60875508896142E-05,
0.253,94.560055,1.180746,74.297412,-2.3485,71.948912,1.12420175,-0.0366953125,1.1608970625,,,416.1389422317,,0.0624657971,,2.5934279390046E-07,,7.60875508896142E-05,
0.254,94.561381,1.180805,74.298453,-2.349541,71.948912,1.12420175,-0.0367115781,1.1609133281,,,416.0848445588,,0.0624576668,,2.5934279390046E-07,,7.60875508896142E-05,
0.255,94.562712,1.180864,74.299499,-2.350587,71.948912,1.12420175,-0.0367279219,1.1609296719,,,416.0305464341,,0.062449498,,2.5934279390046E-07,,7.60875508896142E-05,
0.256,94.564049,1.180924,74.300549,-2.351638,71.948911,1.1242017344,-0.0367443438,1.1609460781,,,415.9760071066,,0.0624412906,,2.59358708428709E-07,,7.60736510814208E-05,
0.257,94.565391,1.180984,74.301604,-2.352692,71.948912,1.12420175,-0.0367608125,1.1609625625,,,415.9212674128,,0.0624330604,,2.5934279390046E-07,,7.60875508896142E-05,
0.258,94.566739,1.181044,74.302663,-2.353752,71.948911,1.1242017344,-0.036777375,1.1609791094,,,415.8662866072,,0.0624247838,,2.59358708428935E-07,,7.60736510811988E-05,
0.259,94.568094,1.181105,74.303727,-2.354816,71.948911,1.1242017344,-0.036794,1.1609957344,,,415.8110239556,,0.0624164766,,2.59358708428935E-07,,7.60736510811988E-05,
0.26,94.569453,1.181165,74.304796,-2.355884,71.948912,1.12420175,-0.0368106875,1.1610124375,,,415.7556018553,,0.0624081387,,2.5934279390046E-07,,7.60875508896142E-05,
0.261,94.570819,1.181226,74.305869,-2.356957,71.948912,1.12420175,-0.0368274531,1.1610292031,,,415.6998980067,,0.0623997624,,2.59342793900234E-07,,7.60875508896142E-05,
0.262,94.57219,1.181288,74.306946,-2.358035,71.948911,1.1242017344,-0.0368442969,1.1610460313,,,415.6439940164,,0.0623913475,,2.59358708428935E-07,,7.60736510811988E-05,
0.263,94.573568,1.181349,74.308029,-2.359117,71.948912,1.12420175,-0.0368612031,1.1610629531,,,415.5878083818,,0.062382902,,2.59342793900234E-07,,7.60875508896142E-05,
0.264,94.574951,1.181411,74.309115,-2.360204,71.948911,1.1242017344,-0.0368781875,1.1610799219,,,415.5314226991,,0.0623744181,,2.59358708428709E-07,,7.60736510814208E-05,
0.265,94.57634,1.181473,74.310207,-2.361295,71.948912,1.12420175,-0.0368952344,1.1610969844,,,415.4747962433,,0.0623659035,,2.59342793900234E-07,,7.60875508896142E-05,
0.266,94.577734,1.181535,74.311302,-2.362391,71.948911,1.1242017344,-0.0369123594,1.1611140938,,,415.4179698281,,0.0623573505,,2.59358708428935E-07,,7.60736510811988E-05,
0.267,94.579135,1.181598,74.312403,-2.363491,71.948912,1.12420175,-0.0369295469,1.1611312969,,,415.3608619736,,0.0623487669,,2.59342793900234E-07,,7.60875508896142E-05,
0.268,94.580541,1.181661,74.313508,-2.364596,71.948912,1.12420175,-0.0369468125,1.1611485625,,,415.3035542548,,0.0623401448,,2.5934279390046E-07,,7.60875508896142E-05,
0.269,94.581954,1.181724,74.314618,-2.365706,71.948912,1.12420175,-0.0369641563,1.1611659063,,,415.2459652033,,0.0623314843,,2.5934279390046E-07,,7.60875508896142E-05,
0.27,94.583372,1.181787,74.315732,-2.36682,71.948912,1.12420175,-0.0369815625,1.1611833125,,,415.1881763834,,0.0623227932,,2.5934279390046E-07,,7.60875508896142E-05,
0.271,94.584796,1.181851,74.316851,-2.367939,71.948912,1.12420175,-0.0369990469,1.1612007969,,,415.1301470879,,0.0623140638,,2.59342793900234E-07,,7.60875508896142E-05,
0.272,94.586226,1.181914,74.317974,-2.369062,71.948912,1.12420175,-0.0370165938,1.1612183438,,,415.0718773682,,0.0623053037,,2.59342793900234E-07,,7.60875508896142E-05,
0.273,94.587661,1.181979,74.319102,-2.370191,71.948911,1.1242017344,-0.0370342344,1.1612359688,,,415.0134080195,,0.0622964974,,2.59358708428935E-07,,7.60736510811988E-05,
0.274,94.589103,1.182043,74.320235,-2.371323,71.948912,1.12420175,-0.0370519219,1.1612536719,,,414.954657603,,0.0622876684,,2.5934279390046E-07,,7.60875508896142E-05,
0.275,94.590551,1.182108,74.321372,-2.372461,71.948911,1.1242017344,-0.0370697031,1.1612714375,,,414.8956669175,,0.0622787932,,2.59358708428935E-07,,7.60736510811988E-05,
0.276,94.592004,1.182173,74.322514,-2.373603,71.948911,1.1242017344,-0.0370875469,1.1612892813,,,414.8364767499,,0.0622698875,,2.59358708428935E-07,,7.60736510811988E-05,
0.277,94.593464,1.182238,74.323661,-2.374749,71.948912,1.12420175,-0.0371054531,1.1613072031,,,414.7770056797,,0.0622609512,,2.59342793900234E-07,,7.60875508896142E-05,
0.278,94.594929,1.182303,74.324812,-2.375901,71.948911,1.1242017344,-0.0371234531,1.1613251875,,,414.7173352265,,0.0622519687,,2.59358708428935E-07,,7.60736510811988E-05,
0.279,94.5964,1.182369,74.325969,-2.377057,71.948912,1.12420175,-0.0371415156,1.1613432656,,,414.6574247081,,0.0622429557,,2.59342793900234E-07,,7.60875508896142E-05,
0.28,94.597887,1.182201,74.327136,-2.372759,71.954377,1.1242871406,-0.0370743594,1.1613615,,,414.5968669443,,0.0622764692,,1.79662788628955E-07,,0.00015205,
0.281,94.599388,1.182268,74.328316,-2.373939,71.954377,1.1242871406,-0.0370927969,1.1613799375,,,414.5357435184,,0.0622672673,,1.79662788628955E-07,,0.00015205,
0.282,94.600905,1.182101,74.329508,-2.369661,71.959847,1.1243726094,-0.0370259531,1.1613985625,,,414.4739731219,,0.0623006314,,1.14513020285022E-07,,0.000228082,
0.283,94.602436,1.182169,74.330711,-2.370865,71.959846,1.1243725938,-0.0370447656,1.1614173594,,,414.411637329,,0.0622912405,,1.14523595458192E-07,,0.0002280681,
0.284,94.603973,1.182238,74.331919,-2.372072,71.959847,1.1243726094,-0.037063625,1.1614362344,,,414.3490619571,,0.0622818269,,1.14513020285172E-07,,0.000228082,
0.285,94.605516,1.182307,74.333131,-2.373285,71.959846,1.1243725938,-0.0370825781,1.1614551719,,,414.2862470617,,0.0622723673,,1.14523595458192E-07,,0.0002280681,
0.286,94.607065,1.182376,74.334348,-2.374502,71.959846,1.1243725938,-0.0371015938,1.1614741875,,,414.2231926982,,0.0622628772,,1.14523595458192E-07,,0.0002280681,
